customer_id,customer_name,total_sales,total_profit
SL-32810-23712,Sara Luna,625.0,123.0
JB-32455-47850,Joseph Brown,456.0,79.0
BA-86806-26661,Breanna Arias,838.0,122.0
MF-78971-29299,Maria Fernandez,290.0,62.0
BW-61705-95555,Becky Walter,1672.0,406.0
KW-67713-92274,Kristina Watson,578.0,72.0
MK-35324-89849,Matthew Kramer,1711.0,185.0
LG-97901-99212,Lisa Gonzales,51.0,11.0
JH-55743-45325,Jessica Hansen,759.0,109.0
SC-26998-62181,Samuel Cross,1337.0,299.0
RN-78556-45227,Randy Nelson,799.0,157.0
JK-15344-28123,Justin Keller,1836.0,333.0
AN-54926-51422,Ashley Nelson,52.0,3.0
RO-65828-92774,Robert Orr,266.0,50.0
ML-25448-87092,Ms. Crystal Lopez,467.0,138.0
AW-50129-74538,Alex Weaver,10245.0,2640.0
MC-97420-67933,Matthew Cooper,1957.0,285.0
MR-23023-26556,Michelle Rogers,630.0,129.0
AD-79825-13336,Albert Delacruz,639.0,49.0
NM-23315-34904,Nicole Cook MD,1552.0,374.0
MR-75804-85309,Michael Reed,4689.0,819.0
XC-56492-73713,Xavier Cameron,1812.0,339.0
AL-81056-71077,Alexander Lee,647.0,132.0
TG-92354-83748,Tyler Green,1859.0,287.0
GM-19226-96664,Gabriel Miles,921.0,79.0
NR-37594-38800,Natasha Reed,724.0,185.0
TW-72220-18876,Thomas Williams,309.0,50.0
TM-92992-61525,Tina Murphy,334.0,25.0
MV-39645-71604,Michelle Vargas,910.0,190.0
MK-98443-95222,Michael Kelly,658.0,90.0
DO-58928-16231,David Ortega,1490.0,196.0
DM-80767-13172,Dr. Katelyn Leach MD,1300.0,248.0
RS-19501-85424,Rachel Stevens,421.0,80.0
VS-77150-14292,Valerie Smith,264.0,70.0
DR-90848-45314,Danielle Rivera,870.0,131.0
TC-41126-72968,Timothy Carroll,722.0,127.0
LK-44109-45848,Lisa Kim,1662.0,276.0
CJ-65095-62461,Cristina Jones,882.0,115.0
TL-98641-29611,Timothy Lindsey,1120.0,276.0
TW-97649-16614,Tricia Wheeler,1052.0,286.0
AR-53498-98381,Ariana Robinson,18964.0,3205.0
RR-44108-87040,Randy Roberts,856.0,171.0
SM-83960-40151,Susan Myers,378.0,87.0
TR-49905-60054,Tracy Reed,1050.0,258.0
DC-81418-95692,Darrell Clark,209.0,54.0
MM-20278-31921,Michael Mcdowell,502.0,72.0
JB-36410-97962,Jennifer Beck,450.0,113.0
AJ-13077-75338,Amy Jones,427.0,103.0
JG-85486-83747,Joshua Garrett,129.0,17.0
KM-72588-44031,Katherine Martinez,750.0,155.0
AJ-16583-52959,Andrea Jones,725.0,168.0
WB-58041-33350,William Barber,753.0,181.0
CC-37742-51914,Christy Cohen,845.0,137.0
DH-30450-63263,Deborah Hammond,526.0,97.0
CJ-55374-91823,Caroline James,337.0,94.0
KC-57652-46311,Kimberly Contreras,1692.0,353.0
CJ-78971-12040,Christopher Jones,1914.0,433.0
MR-43748-45386,Mrs. Robin Rodriguez,11199.0,2785.0
MT-13949-55541,Meghan Trevino,1701.0,305.0
RS-40196-80130,Ryan Sutton,384.0,57.0
CW-80207-58303,Courtney Ware,412.0,108.0
JM-70920-64134,John Miller,10337.0,1892.0
CH-23565-20095,Christopher Hernandez,187.0,56.0
MH-63417-76955,Maria Hernandez,573.0,97.0
DF-99933-26096,Donald Francis,7952.0,1178.0
JC-51576-53986,Jose Cummings,803.0,159.0
CC-77712-82040,Cristian Cabrera,1761.0,420.0
MK-44885-98946,Martha Kirby,588.0,82.0
KD-29025-17182,Kendra Dougherty,1855.0,332.0
NM-32266-51518,Nicole Melton,429.0,104.0
TF-24932-32027,Timothy Fuller,653.0,135.0
ML-44561-80007,Michael Long,638.0,113.0
NW-83164-40152,Nathan Williams,716.0,198.0
JD-60419-82945,Jennifer Davis,567.0,88.0
SR-11622-80982,Susan Reynolds,156.0,13.0
MP-19846-58401,Monique Perry,90.0,26.0
DH-49813-34859,Donald Howell,1129.0,196.0
EJ-21814-64012,Eric Potts Jr.,333.0,79.0
AK-13518-55610,Angela Khan,494.0,67.0
DM-94522-30281,Daniel Morris,1089.0,144.0
VJ-18080-98077,Valerie Johnson,2331.0,319.0
KW-62272-87798,Krystal Walter,9038.0,1688.0
SD-72926-42584,Stacey Dickerson,109.0,19.0
OM-23789-38252,Olivia Mayo,710.0,187.0
EJ-56412-18079,Emily Jenkins,1207.0,170.0
PR-20443-41758,Paul Rodgers,1005.0,176.0
HL-72653-86872,Hector Lopez,109.0,17.0
TW-81866-98002,Thomas Wells,4324.0,1015.0
SD-15627-17061,Spencer Diaz,530.0,68.0
SR-15695-40700,Sydney Roberts,746.0,212.0
SH-46941-33771,Susan Hart,320.0,75.0
EF-48672-21877,Erin Fox,328.0,44.0
KD-65994-11031,Kathleen Duncan,301.0,51.0
WC-47463-40986,William Calhoun,660.0,128.0
KS-33076-79428,Kathleen Stewart,271.0,48.0
CS-33318-55078,Cody Smith,776.0,163.0
HL-66033-96705,Heather Lambert,354.0,80.0
LR-84101-33249,Levi Ruiz,7119.0,1121.0
HM-99151-17618,Heather Martinez,308.0,50.0
SH-57405-80476,Sandra Hicks,1377.0,208.0
JC-34852-64318,Jeffrey Chapman,673.0,73.0
SD-49818-55613,Samantha Davis,1303.0,195.0
SS-76528-62735,Stacy Sanchez,532.0,66.0
LD-93554-37785,Lori Blankenship DDS,20972.0,4209.0
KM-35418-81362,Kristin Miller,996.0,187.0
AC-76767-41949,Ariel Clark,2561.0,162.0
PD-94548-23431,Patrick Duncan,672.0,112.0
PM-22924-65832,Pamela Martin,116.0,27.0
JR-36965-82405,Jenna Reynolds,273.0,46.0
JG-73762-52928,Jason Grant,433.0,106.0
CF-96181-12786,Christina Flores,2692.0,520.0
JS-44919-25747,Janice Shaffer,265.0,38.0
NT-13924-31509,Nicholas Torres,1851.0,329.0
CC-42887-34614,Cheryl Campbell,1190.0,156.0
DH-15372-97253,Darrell Hill,1272.0,278.0
KH-66808-53922,Karen Hess,908.0,197.0
MS-39460-38127,Mark Sullivan,1249.0,207.0
NB-38303-32303,Natasha Barrett,552.0,140.0
RP-18589-11415,Ricky Patterson,707.0,152.0
WD-32144-97996,William Dickerson,692.0,145.0
EH-86854-72202,Elizabeth Hall,641.0,119.0
RB-42316-11855,Randy Butler,2001.0,272.0
JW-88781-42391,Javier Williamson,798.0,59.0
KF-79823-72310,Karen Ferguson,892.0,196.0
AR-23641-99575,Ann Rojas,594.0,75.0
JS-23194-97127,Joe Sutton,6841.0,1019.0
CM-66931-84785,Charlene Morgan,1291.0,189.0
SH-44695-48569,Scott Hill,332.0,45.0
DW-39844-28999,David Waters,528.0,129.0
TG-87706-19063,Tiffany Gonzalez,23357.0,2845.0
AP-26573-84196,Austin Perkins,11969.0,2504.0
DH-89167-17317,Dawn Hernandez,475.0,90.0
MM-62824-26339,Mr. David Martinez,10164.0,1680.0
TB-47656-40899,Timothy Barber,825.0,144.0
MA-85649-91672,Michelle Adams,2200.0,407.0
MM-96380-98086,Michael Murray,26043.0,4611.0
PM-51485-41827,Paul Mason,978.0,146.0
SM-25792-10678,Sheila Moreno,705.0,134.0
SB-91586-20749,Sarah Brown,1346.0,150.0
JW-23150-81819,James Wilson,1166.0,188.0
KW-46293-91285,Kathy Walker,3320.0,403.0
LG-81732-57827,Laurie Green,10375.0,1794.0
LW-80097-12489,Lauren Williams,376.0,102.0
DP-49634-45805,Deborah Petty,794.0,106.0
JF-40120-77930,Jennifer Franklin,219.0,50.0
CV-63051-22193,Cindy Velazquez,392.0,73.0
RM-61794-54720,Robin Martin,248.0,63.0
SL-88346-19940,Sierra Lloyd,1322.0,230.0
SE-34550-89850,Sarah Evans,218.0,49.0
AG-40341-39960,Alan Gomez,714.0,116.0
TN-54475-54178,Tony Nelson,112.0,33.0
WS-14813-57670,Wendy Soto,844.0,194.0
CB-68488-34806,Casey Brown,843.0,122.0
MP-58712-75738,Madison Phillips,304.0,75.0
MG-74636-37698,Matthew Greer,1342.0,230.0
DW-28605-13190,Denise Wilson,1570.0,211.0
GF-91400-45220,Gregory Flores,706.0,143.0
CB-18187-71185,Christine Brown,1215.0,175.0
TR-52885-82301,Thomas Ross,708.0,71.0
MG-27585-13569,Margaret Gonzalez,7069.0,1222.0
JK-39524-26012,Joshua King,505.0,91.0
DS-90000-30728,Diane Smith,483.0,97.0
BM-51557-26469,Benjamin Mejia,557.0,76.0
AP-32876-84404,Amanda Pierce,394.0,105.0
RW-95481-51196,Richard Wilkins,241.0,48.0
AR-23112-42396,Alan Rodriguez,356.0,75.0
KS-17716-20419,Kelsey Smith,1054.0,228.0
MC-47859-74390,Michael Carlson,979.0,220.0
MR-21174-43760,Michael Rodriguez,147.0,18.0
AL-31637-71847,April Lee,102.0,24.0
AC-99444-62020,Adam Coleman,1611.0,385.0
KM-74618-16022,Kathryn Macias,8177.0,1464.0
CM-31589-12167,Corey Mclaughlin,1239.0,252.0
AK-47252-63557,Ashley Kelly,8191.0,2216.0
SG-16883-81286,Sharon Gonzalez,663.0,133.0
DL-80152-48142,Deborah Lee,1304.0,310.0
CT-59755-10727,Cassidy Thomas,477.0,45.0
KO-41465-99578,Kaitlyn Ortiz,1151.0,168.0
BH-41405-17562,Barbara Hernandez,988.0,140.0
JR-92363-81372,James Rodriguez,776.0,130.0
ZK-27187-91250,Zachary Knight,689.0,133.0
DR-28282-13491,Dennis Roberts,2011.0,440.0
MK-87749-89506,Michael Knight,344.0,23.0
MS-92753-28603,Michael Sims,220.0,13.0
AM-69844-95481,Alex Moore,913.0,159.0
DR-74295-12443,Dawn Ross,360.0,70.0
MF-80018-74374,Mackenzie Figueroa,9517.0,1388.0
PN-71425-18136,Paul Newton,164.0,23.0
EP-63427-35858,Erik Peters,444.0,119.0
AJ-62660-13342,Anthony Jones,1045.0,119.0
BM-86268-99293,Bianca Mccarty,1862.0,290.0
SB-18492-13522,Susan Braun,2802.0,545.0
LM-77694-94963,Laura Moore,194.0,26.0
BM-24375-53773,Bryan Miller,2131.0,388.0
CB-52939-79819,Christopher Burton,623.0,98.0
JB-99525-33382,Jamie Burns,190.0,27.0
BW-38424-63582,Brenda White,1025.0,170.0
CL-52909-90826,Chloe Lang,608.0,144.0
SW-94723-14544,Sara Williams,543.0,116.0
NR-22441-68990,Nicole Rodriguez,1155.0,201.0
AE-94788-73213,Anna Elliott,673.0,137.0
RW-50690-10829,Rebecca Walton,804.0,108.0
RH-93821-95744,Robert Harris,256.0,19.0
ES-90611-27738,Elijah Simmons,575.0,74.0
KH-66792-35573,Kayla Hurley,1142.0,264.0
KR-85603-12693,Kyle Rose,79.0,24.0
VS-52508-86402,Valerie Spears,317.0,76.0
SH-68110-36264,Sharon Henry,314.0,29.0
KM-35884-34195,Kyle Middleton,1469.0,322.0
EJ-15908-32305,Elizabeth Jacobson,299.0,35.0
DC-21055-36290,Derrick Cooper,10332.0,1693.0
AL-56991-97731,Anna Li,364.0,43.0
AH-31346-76704,Anna Haley,872.0,211.0
AN-45816-68204,Amy Newton,640.0,101.0
RR-70804-41576,Roy Robinson,1175.0,236.0
SJ-60231-30846,Sarah Johnson,590.0,83.0
JS-32872-96959,Justin Stewart,6903.0,1004.0
DR-68495-42098,Debbie Rubio,197.0,10.0
DS-82627-56749,Daniel Sanchez,963.0,169.0
SA-40714-55133,Stephanie Ayers,645.0,133.0
CN-83038-19283,Charles Newton,529.0,135.0
MJ-81622-26738,Michael Johnson,1759.0,273.0
BS-39426-93958,Benjamin Sullivan,248.0,39.0
JD-57429-57287,John Juarez DDS,1160.0,265.0
OM-51180-60520,Olivia Mills,725.0,113.0
KH-76554-35209,Keith Hogan,13956.0,2218.0
SE-65807-49741,Sherry Elliott,981.0,188.0
ZH-47743-49710,Zachary Hammond,1354.0,282.0
LA-54813-76767,Lisa Anderson,4245.0,902.0
KG-26462-42802,Kevin Gonzalez,2278.0,372.0
CH-98590-52089,Christopher Hughes,876.0,180.0
PD-34683-80696,Paul Dorsey,1134.0,184.0
PM-28185-37993,Perry Moreno,9286.0,1611.0
DO-66962-72540,David Obrien,106.0,12.0
SO-46329-18139,Samantha Obrien,3844.0,853.0
ZA-30628-20685,Zachary Anderson,1363.0,185.0
BS-35641-90694,Bobby Soto,484.0,106.0
MV-35111-69780,Malik Vaughan,870.0,213.0
DS-17356-16387,Donald Stephenson,851.0,196.0
JT-95346-19777,Julie Thomas,573.0,88.0
RJ-50258-98847,Robert Jones,180.0,33.0
BC-37766-40980,Benjamin Clements,441.0,79.0
AP-50010-32608,Austin Parker,278.0,39.0
SD-63539-22298,Sara Ryan DDS,328.0,20.0
KN-73624-75037,Kimberly Nelson,856.0,138.0
KC-60447-24019,Kelly Casey,594.0,124.0
BP-94989-39669,Brian Pena,208.0,52.0
WO-86878-46839,Wendy Ortiz,156.0,19.0
VL-55516-49033,Victoria Lane,805.0,166.0
KJ-58513-53178,Katelyn Jordan,13228.0,3146.0
AP-67507-62963,Allison Peters,17422.0,3636.0
AD-17780-66767,Alexa Davis,237.0,28.0
JC-82953-96051,Jonathan Cooper,494.0,123.0
NV-29997-54464,Nichole Velazquez,7112.0,1065.0
JL-57375-18438,Jennifer Lopez,319.0,31.0
WR-45508-57072,Wanda Richardson,234.0,22.0
HB-98589-41969,Heather Beasley,1176.0,203.0
RW-61484-42078,Robert White,362.0,68.0
JW-95687-67283,Janice Williamson,424.0,65.0
CR-86907-89383,Carrie Ramirez,654.0,169.0
CF-79763-13261,Connie Foster,2047.0,425.0
RC-26567-87598,Robert Cooper,808.0,108.0
DM-21099-44503,Daniel Mcdonald,15417.0,3039.0
CW-89936-59263,Christy Walker,1282.0,199.0
RW-40969-22407,Robert Wilson,296.0,86.0
KM-33216-95592,Kimberly Manning,1122.0,181.0
MM-33168-51303,Mary Meyers,1018.0,161.0
DF-70742-20466,Dr. Gerald Freeman,16959.0,2733.0
JR-50754-23129,Joseph Reed,231.0,63.0
TM-26366-90179,Taylor Miller,1324.0,196.0
RC-12549-52071,Raymond Christensen,529.0,27.0
TS-58669-49767,Toni Scott,7362.0,1389.0
NB-56481-89496,Nancy Brock,6739.0,729.0
WG-41883-25446,Wayne Graham,636.0,87.0
JJ-35500-56912,Joshua Johnson,319.0,37.0
DR-15411-31815,Douglas Rivera,443.0,56.0
NK-20570-64928,Noah Keller,1582.0,369.0
DG-54389-81102,Daniel Gomez,6000.0,879.0
MD-86066-41195,Mia Diaz,461.0,97.0
MB-26790-31174,Maria Brennan,914.0,193.0
TT-86244-56669,Tracy Thompson,532.0,101.0
DB-82993-85853,Daniel Baker,9656.0,1693.0
AD-24551-80061,Allison Collier DDS,336.0,89.0
VA-40529-59644,Vanessa Adams,1042.0,186.0
LB-35618-90244,Lisa Best,211.0,31.0
JA-83439-67240,Jessica Austin,66.0,18.0
RT-60122-83422,Renee Torres,675.0,71.0
TH-32748-24527,Tracy Hunt,2729.0,417.0
CH-97885-28904,Christina Henry,851.0,134.0
JC-13498-86841,James Cox,962.0,123.0
AC-48649-51633,Adam Carter,323.0,66.0
MJ-59148-94117,Miranda Johnson,1142.0,170.0
AE-75411-49196,Alice Edwards,3189.0,561.0
VB-44631-87863,Vickie Baker,1056.0,253.0
DC-34362-29426,Dawn Collins,1464.0,300.0
KF-33067-27999,Krista Fuller,541.0,112.0
AC-13216-74654,Aaron Cohen,496.0,94.0
KC-87131-11308,Kevin Cox,647.0,102.0
SD-18553-32815,Sheri Douglas,1649.0,408.0
JJ-26371-13000,Jeremiah Davis Jr.,1115.0,171.0
RC-22090-13655,Rhonda Contreras,417.0,47.0
BW-69665-54349,Brooke Willis,390.0,61.0
HK-61578-41920,Heather Kirby,15234.0,1539.0
KS-75617-81803,Krista Smith,8113.0,1421.0
MC-38979-44929,Michael Collins,613.0,128.0
MW-19102-91508,Mike Welch,408.0,67.0
ER-48250-31207,Elizabeth Rogers,1982.0,160.0
RF-24746-61588,Robert Fuller,1347.0,281.0
DS-60227-65640,Daniel Solis,262.0,55.0
TS-74694-35171,Todd Smith,194.0,58.0
RB-71784-47221,Richard Bean,7612.0,1202.0
SL-76739-85990,Stephen Lopez,2044.0,413.0
AG-84936-65101,Aaron Gardner,1393.0,265.0
AB-24645-24169,Anna Brady,286.0,39.0
BG-62969-73584,Bobby Giles,1440.0,163.0
KP-71165-14165,Kara Pena,2232.0,280.0
KA-39710-82594,Kara Acosta,1686.0,161.0
GR-29083-91341,Gavin Rivas,6101.0,912.0
KP-46596-94862,Kelly Petersen,1606.0,327.0
SB-56145-30670,Steven Bullock,58.0,10.0
SB-47620-52057,Steven Bailey,533.0,41.0
CM-98031-69746,Christine Mendoza,468.0,66.0
RC-44827-95535,Ronald Cox,617.0,127.0
RN-79698-34299,Robert Nelson,749.0,97.0
LC-14925-38915,Lauren Cortez,337.0,38.0
JR-81255-86906,James Robertson,1695.0,276.0
MY-93327-62965,Michelle Yu,9773.0,1173.0
LG-36579-90969,Luis George,1040.0,111.0
KC-30499-74737,Keith Chase,735.0,48.0
SF-16935-61919,Sharon Flynn,1313.0,189.0
KC-75460-63168,Kenneth Cannon,1079.0,167.0
SH-23487-89030,Stefanie Haynes,1430.0,241.0
AG-42448-43575,Amanda Graham,399.0,48.0
NH-14724-26768,Natalie Hopkins,1257.0,318.0
MM-24936-60959,Megan Martinez,4062.0,668.0
TB-73882-71271,Todd Brown,1616.0,245.0
EC-37847-12343,Eric Carey,655.0,75.0
KS-76466-56688,Kevin Salas,10588.0,1719.0
PC-13696-86943,Patty Campbell,8991.0,1562.0
KJ-43483-50888,Karen Johnson,3080.0,377.0
JM-56533-82453,James Martinez,399.0,59.0
DH-31649-98134,Douglas Henderson,661.0,133.0
BL-15518-30527,Brenda Lucas,776.0,168.0
CB-72619-59320,Colin Brown,229.0,13.0
AT-27198-75886,Anthony Tran,915.0,100.0
MS-76238-78561,Melissa Sanchez,7575.0,1329.0
DJ-93692-89008,Denise Jones,589.0,119.0
LW-18884-34637,Lisa Wagner,3289.0,305.0
NF-25085-39557,Nicholas Ferrell,696.0,102.0
KP-25793-72681,Kathleen Parks,577.0,85.0
LM-36484-71738,Lance Miller,236.0,16.0
SR-39589-58299,Stephanie Rivas,844.0,79.0
JY-32388-85717,Jasmine York,1607.0,254.0
RW-94054-35771,Ryan Wu,1556.0,203.0
CH-84483-14155,Cynthia Hampton,180.0,47.0
SD-77359-67518,Stephen Delgado,1119.0,220.0
ED-24282-34677,Elizabeth Dixon,447.0,92.0
KR-16889-92231,Kevin Robertson,381.0,81.0
HM-41446-50092,Hannah Mann,2587.0,270.0
GR-73913-20413,Gary Rivera,596.0,101.0
JP-52238-90496,Jennifer Perez,320.0,96.0
RV-40434-73528,Rhonda Villarreal,1117.0,266.0
SA-53683-19509,Stephen Atkinson,221.0,34.0
AM-86411-23317,Ariana Martin,778.0,124.0
BD-78689-90122,Bianca Doyle,128.0,10.0
PA-92867-65049,Philip Arnold,990.0,159.0
KW-32335-69778,Katherine White,1899.0,101.0
HR-48575-43519,Hayley Rodriguez,1898.0,351.0
SR-29669-57640,Sonya Reed,3359.0,480.0
KH-99613-52632,Kyle Hess,400.0,89.0
JC-86091-43287,Jimmy Camacho,5275.0,833.0
KS-78365-21761,Kelly Sanchez,4696.0,821.0
KF-34048-51664,Kyle Ford,687.0,184.0
CR-48636-21110,Christopher Rivera,316.0,83.0
DM-75112-53693,David Daniel MD,17842.0,3741.0
AD-36495-71410,Andrew Dixon,1947.0,392.0
SP-59062-99839,Shannon Poole,12378.0,1855.0
KB-29016-29271,Katherine Barnes,141.0,33.0
KS-46239-44745,Kimberly Smith,1025.0,206.0
PM-94476-79236,Patrick Martinez,1599.0,183.0
MT-95616-26141,Michael Tran,607.0,31.0
MC-49704-31684,Matthew Clarke,493.0,59.0
RM-38818-22021,Rachael Martinez,82.0,5.0
VA-60237-20016,Victor Anderson,443.0,74.0
JR-22336-42497,Jennifer Rasmussen,10882.0,1303.0
EM-98037-24869,Emily Miller,2450.0,431.0
JM-68588-68812,Jamie Martin,1505.0,284.0
DB-94294-82991,David Brown,373.0,91.0
LF-19775-95393,Lisa Flores,493.0,74.0
JH-61748-68368,James Hill,784.0,97.0
TH-35169-31894,Timothy Hunter,3450.0,465.0
SS-48187-73138,Sandy Spears,931.0,179.0
MJ-67633-81714,Melissa Johnson,630.0,96.0
JC-40478-60274,Jennifer Chavez,968.0,137.0
JT-64510-23545,Jennifer Turner,157.0,33.0
LW-18936-11144,Louis Watson,83.0,22.0
TE-92765-52190,Tyler Edwards,293.0,58.0
LW-16958-38790,Larry Williams,353.0,74.0
JK-90521-91972,James King,250.0,39.0
SN-49288-90153,Susan Navarro,817.0,150.0
DM-60313-50928,Dana Mcguire,1087.0,134.0
SS-32942-37590,Sandra Schneider,60.0,9.0
SC-13038-76067,Stephanie Calhoun,1926.0,447.0
DW-10861-66186,David Weiss,912.0,110.0
EJ-71266-41207,Elizabeth Jackson,493.0,63.0
MB-24132-10385,Mariah Bowen,461.0,35.0
JV-71720-64681,Jeffrey Valentine,336.0,92.0
TG-60637-88822,Tracy Griffith,2153.0,371.0
ML-42454-91053,Maria Lopez,361.0,55.0
AT-49843-74338,Amanda Torres,907.0,197.0
DD-26637-68885,David Dunlap,87.0,19.0
CR-25780-15156,Catherine Ritter,339.0,30.0
MH-83810-41628,Monica Hernandez,652.0,118.0
WA-38889-46197,William Anderson,938.0,161.0
TR-23885-22920,Tina Ramirez,362.0,80.0
KJ-26011-59001,Kevin Jimenez,1150.0,208.0
JB-98072-51306,Jacob Becker,704.0,160.0
CH-50851-84794,Cassandra Hunt,481.0,76.0
TR-91978-37348,Tasha Rodriguez,1368.0,151.0
AW-40762-32475,Amy Wood,899.0,169.0
MC-46099-68959,Melody Combs,703.0,163.0
KH-44965-58487,Kelli Haynes,669.0,124.0
