customer_id,customer_name,total_sales,total_profit
SH-92355-94959,Sarah Hall,449.0,60.0
JM-38573-12237,Jaime Miller,678.0,90.0
MC-47859-74390,Michael Carlson,979.0,220.0
JW-45046-39844,Julie Wells,11529.0,2078.0
SC-94478-71178,Stephanie Clark,8917.0,1885.0
MR-59106-82004,Melissa Richmond,1080.0,171.0
AC-99444-62020,Adam Coleman,1611.0,385.0
KM-74618-16022,Kathryn Macias,8177.0,1464.0
MC-34406-41778,Mary Collins,528.0,74.0
SG-16883-81286,Sharon Gonzalez,663.0,133.0
EN-96141-85789,Edward Nicholson,816.0,126.0
KM-14362-11918,Katelyn Marsh,416.0,97.0
JR-92363-81372,James Rodriguez,776.0,130.0
CH-85824-89146,Cynthia Hammond,955.0,150.0
DW-68563-68848,Darryl Weaver,1910.0,400.0
JW-34223-30146,Jonathan Wilson,2524.0,332.0
MS-92753-28603,Michael Sims,220.0,13.0
RD-78824-40026,Richard Dalton,875.0,138.0
AT-92206-40548,Ashley Thompson,130.0,15.0
AM-69844-95481,Alex Moore,913.0,159.0
MM-97112-85313,Matthew Miller,59.0,5.0
RG-98938-34312,Robert Gonzalez,1213.0,130.0
DR-74295-12443,Dawn Ross,360.0,70.0
JS-61456-26927,Joseph Sandoval,481.0,56.0
AS-49751-65297,Andrew Smith,685.0,123.0
MF-80018-74374,Mackenzie Figueroa,9517.0,1388.0
AJ-62660-13342,Anthony Jones,1045.0,119.0
MJ-22802-71592,Michelle Johnson,51.0,13.0
SB-18492-13522,Susan Braun,2802.0,545.0
LM-77694-94963,Laura Moore,194.0,26.0
DL-29175-50570,Daniel Lopez,10273.0,1446.0
BM-24375-53773,Bryan Miller,2131.0,388.0
CB-52939-79819,Christopher Burton,623.0,98.0
CL-52909-90826,Chloe Lang,608.0,144.0
CJ-93729-53970,Chad Johnson,1088.0,230.0
AE-94788-73213,Anna Elliott,673.0,137.0
RH-93821-95744,Robert Harris,256.0,19.0
RP-42215-45862,Ronald Payne,906.0,150.0
KM-35884-34195,Kyle Middleton,1469.0,322.0
DC-21055-36290,Derrick Cooper,10332.0,1693.0
RG-86635-21368,Rose Gutierrez,1331.0,155.0
RR-70804-41576,Roy Robinson,1175.0,236.0
BO-20586-11548,Benjamin Oconnor,1337.0,214.0
JS-32872-96959,Justin Stewart,6903.0,1004.0
DS-82627-56749,Daniel Sanchez,963.0,169.0
BJ-81529-64800,Beth Jackson,24908.0,4991.0
MJ-81622-26738,Michael Johnson,1759.0,273.0
XA-63627-53273,Xavier Arnold,524.0,102.0
BS-39426-93958,Benjamin Sullivan,248.0,39.0
JD-57429-57287,John Juarez DDS,1160.0,265.0
MM-88964-98418,Mrs. Suzanne Collins MD,4017.0,288.0
OM-51180-60520,Olivia Mills,725.0,113.0
KH-76554-35209,Keith Hogan,13956.0,2218.0
RA-62494-61808,Robert Anderson,841.0,187.0
JP-47938-71362,James Pace,1447.0,232.0
HB-35936-87243,Heidi Booker,5303.0,1086.0
KB-41833-56481,Karen Berger,6012.0,1073.0
BM-20609-93793,Billy Mcdonald,967.0,234.0
PM-28185-37993,Perry Moreno,9286.0,1611.0
JM-31583-63807,Jaime Moreno,895.0,221.0
RJ-50258-98847,Robert Jones,180.0,33.0
AP-50010-32608,Austin Parker,278.0,39.0
MD-20382-33793,Mr. Zachary Wright DDS,1213.0,184.0
BP-94989-39669,Brian Pena,208.0,52.0
VL-55516-49033,Victoria Lane,805.0,166.0
HB-76248-67880,Heather Baker,9342.0,1522.0
KJ-58513-53178,Katelyn Jordan,13228.0,3146.0
AP-67507-62963,Allison Peters,17422.0,3636.0
JC-82953-96051,Jonathan Cooper,494.0,123.0
NV-29997-54464,Nichole Velazquez,7112.0,1065.0
SC-69767-99009,Sara Crosby,17070.0,2754.0
WR-45508-57072,Wanda Richardson,234.0,22.0
NT-65824-49870,Nathan Taylor,6086.0,1056.0
JW-95687-67283,Janice Williamson,424.0,65.0
DM-21099-44503,Daniel Mcdonald,15417.0,3039.0
DF-70742-20466,Dr. Gerald Freeman,16959.0,2733.0
RC-12549-52071,Raymond Christensen,529.0,27.0
RS-69934-25026,Robert Smith,9044.0,1711.0
DH-35372-94595,Danny Hudson,1993.0,442.0
TS-58669-49767,Toni Scott,7362.0,1389.0
JJ-35500-56912,Joshua Johnson,319.0,37.0
AM-78164-87290,Amanda Martin,1486.0,174.0
DG-54389-81102,Daniel Gomez,6000.0,879.0
RS-19851-96335,Ruben Sanders,659.0,102.0
AC-21627-74561,Amanda Campbell,2515.0,195.0
BM-70285-89529,Becky Morgan,1536.0,169.0
JW-16578-99199,Jaime Wright,570.0,52.0
MB-26790-31174,Maria Brennan,914.0,193.0
DB-82993-85853,Daniel Baker,9656.0,1693.0
VA-40529-59644,Vanessa Adams,1042.0,186.0
CB-88468-46102,Carlos Barnes,75.0,22.0
HT-29909-48582,Heather Tran,1009.0,177.0
MM-51060-61210,Michelle Montoya,302.0,28.0
BP-51792-74706,Brian Parsons,374.0,63.0
SZ-31320-38963,Sherry Zamora,89.0,18.0
SD-18553-32815,Sheri Douglas,1649.0,408.0
CB-16535-70048,Caitlin Blake,7313.0,1301.0
SM-60050-23840,Sarah Miller,14715.0,1565.0
AS-95408-88848,Alexander Smith,10710.0,1869.0
BW-69665-54349,Brooke Willis,390.0,61.0
HK-61578-41920,Heather Kirby,15234.0,1539.0
KS-75617-81803,Krista Smith,8113.0,1421.0
LH-42171-75864,Leah Hernandez,1194.0,89.0
AC-74344-41518,Ariana Clay,691.0,87.0
BS-34803-53940,Brittney Smith,1486.0,296.0
ES-31055-11796,Elizabeth Snyder,881.0,240.0
DS-60227-65640,Daniel Solis,262.0,55.0
TS-74694-35171,Todd Smith,194.0,58.0
RB-71784-47221,Richard Bean,7612.0,1202.0
JP-95459-72133,Joshua Phillips,2204.0,326.0
LP-79073-83328,Laura Parrish,1928.0,357.0
JH-43768-74268,Judy Hayes,634.0,135.0
CR-41161-43746,Christopher Richard,17177.0,3157.0
TH-20258-49531,Teresa Horton,903.0,183.0
GR-29083-91341,Gavin Rivas,6101.0,912.0
HC-88558-23242,Heather Carter,1124.0,154.0
CM-98031-69746,Christine Mendoza,468.0,66.0
RC-44827-95535,Ronald Cox,617.0,127.0
LC-14925-38915,Lauren Cortez,337.0,38.0
JR-81255-86906,James Robertson,1695.0,276.0
BW-45501-25302,Brenda Williams,3211.0,470.0
JR-32115-18892,Jill Reese,668.0,137.0
KT-23628-68161,Kayla Torres,19134.0,3442.0
RM-12060-82083,Randy Mooney,335.0,49.0
NB-58203-27248,Nathan Booth,273.0,58.0
EJ-91595-65098,Elizabeth Johnson,548.0,109.0
NH-14724-26768,Natalie Hopkins,1257.0,318.0
RB-25328-66153,Rebecca Barnett,775.0,130.0
KS-76466-56688,Kevin Salas,10588.0,1719.0
RL-90900-75356,Rachel Lin,1012.0,153.0
PC-13696-86943,Patty Campbell,8991.0,1562.0
AT-27198-75886,Anthony Tran,915.0,100.0
MS-76238-78561,Melissa Sanchez,7575.0,1329.0
NF-25085-39557,Nicholas Ferrell,696.0,102.0
KP-25793-72681,Kathleen Parks,577.0,85.0
SR-21198-22838,Scott Roberts,304.0,74.0
SR-39589-58299,Stephanie Rivas,844.0,79.0
TW-25666-18204,Thomas Webb,174.0,38.0
CH-84483-14155,Cynthia Hampton,180.0,47.0
HR-20905-31018,Hayley Richardson,897.0,155.0
MK-81815-85334,Melinda Kim,7090.0,1108.0
MB-21378-55956,Melissa Burns,494.0,75.0
ED-24282-34677,Elizabeth Dixon,447.0,92.0
JR-38466-90427,Jason Romero,1039.0,144.0
RV-40434-73528,Rhonda Villarreal,1117.0,266.0
AM-86411-23317,Ariana Martin,778.0,124.0
PA-92867-65049,Philip Arnold,990.0,159.0
KW-32335-69778,Katherine White,1899.0,101.0
KH-99613-52632,Kyle Hess,400.0,89.0
SS-17578-35581,Sarah Sexton,206.0,45.0
JC-86091-43287,Jimmy Camacho,5275.0,833.0
HC-67261-38320,Harry Cook,414.0,47.0
CH-21647-51107,Candace Harrell,2265.0,364.0
KS-78365-21761,Kelly Sanchez,4696.0,821.0
DM-75112-53693,David Daniel MD,17842.0,3741.0
AD-36495-71410,Andrew Dixon,1947.0,392.0
SP-59062-99839,Shannon Poole,12378.0,1855.0
RJ-77211-28291,Robin Jackson,11811.0,2034.0
PM-94476-79236,Patrick Martinez,1599.0,183.0
MT-95616-26141,Michael Tran,607.0,31.0
MN-34407-75435,Matthew Nelson,469.0,97.0
RM-38818-22021,Rachael Martinez,82.0,5.0
KS-59990-23797,Kelly Smith,5152.0,888.0
EM-98037-24869,Emily Miller,2450.0,431.0
KJ-34236-59494,Kenneth Jones,6952.0,983.0
SG-21541-11068,Stephanie Garrison,8307.0,1346.0
AH-21435-36809,April Hall,782.0,135.0
MJ-67633-81714,Melissa Johnson,630.0,96.0
LW-16958-38790,Larry Williams,353.0,74.0
EB-87947-51127,Eddie Brooks,23974.0,3917.0
SN-49288-90153,Susan Navarro,817.0,150.0
SS-32942-37590,Sandra Schneider,60.0,9.0
AB-57925-81390,Autumn Butler,20599.0,4185.0
JJ-80881-74399,Jeffrey Jefferson,940.0,125.0
BW-89029-64391,Brenda Winters,3410.0,460.0
SC-61949-25512,Stephen Carter,1635.0,367.0
DW-10861-66186,David Weiss,912.0,110.0
JV-71720-64681,Jeffrey Valentine,336.0,92.0
ML-42454-91053,Maria Lopez,361.0,55.0
DD-26637-68885,David Dunlap,87.0,19.0
KJ-26011-59001,Kevin Jimenez,1150.0,208.0
PG-70476-17062,Pamela Guerra,9932.0,1597.0
JK-81442-36891,John Knight,1168.0,236.0
TR-91978-37348,Tasha Rodriguez,1368.0,151.0
LL-37834-29239,Leslie Lewis,7578.0,1419.0
HS-49814-67236,Holly Simpson,2025.0,313.0
LS-38799-62511,Lauren Smith,2620.0,420.0
TK-85207-66738,Thomas Keller,9785.0,1506.0
BK-48597-42173,Brian Kim,572.0,124.0
MN-17346-56241,Michelle Nicholson,842.0,128.0
BA-45299-55604,Beth Allen,1181.0,186.0
KJ-39539-86461,Kristina Jordan,977.0,270.0
CR-42209-22676,Charlene Ruiz,10004.0,1689.0
SB-24386-67842,Stephanie Bennett,1039.0,193.0
KG-88006-16944,Kaylee Garcia,401.0,83.0
JN-30280-12803,Juan Nelson,487.0,118.0
JM-72956-18823,Joseph Myers,10817.0,1735.0
PR-90223-55106,Patrick Ramos,20248.0,4014.0
WT-46617-45983,Wyatt Torres,450.0,108.0
FP-34102-61774,Frank Patterson,10490.0,1862.0
JD-24546-18810,Jennifer Davis,198.0,42.0
MD-50055-23302,Melissa Deleon,12211.0,2731.0
AC-75679-61538,Amber Castillo,133.0,18.0
JM-53233-72188,John Miller,3264.0,570.0
RB-78194-52561,Rebecca Baker,3075.0,758.0
JC-37165-35815,Jessica Church,2461.0,469.0
PT-71759-75285,Patrick Taylor,452.0,113.0
DC-67593-62124,David Cohen,191.0,44.0
CR-56813-47704,Christopher Roberts,474.0,101.0
MM-60074-95830,Matthew Maldonado,192.0,16.0
SJ-14466-86379,Stacey Johnson,5789.0,898.0
JH-30510-35783,Joseph Harrington,924.0,106.0
JT-56504-93454,Joseph Terry,1562.0,128.0
MA-62672-63352,Michelle Ayers,941.0,213.0
JB-79995-50477,Julie Benjamin,440.0,41.0
MA-31512-53277,Mandy Arnold,1650.0,302.0
RD-55633-38873,Richard Davis,1018.0,244.0
JR-74318-35615,John Reyes,329.0,59.0
RH-52652-89237,Renee Hall,620.0,133.0
AB-18837-78199,Adrian Butler,728.0,147.0
KM-45188-70718,Katherine Morris,12890.0,1782.0
SR-35818-44519,Stacy Romero,2234.0,486.0
VS-64903-15157,Vanessa Stevens,6296.0,1168.0
JG-75263-64882,John Garner,337.0,48.0
RL-39990-91336,Rachel Lee,691.0,101.0
CC-60245-27298,Christina Carney,2402.0,359.0
WF-89205-44403,Walter Fisher,1179.0,154.0
KF-48563-60209,Katelyn Figueroa,9407.0,1312.0
GR-77829-29056,Gregory Rodriguez,1288.0,214.0
TP-17958-74137,Tonya Powers,1499.0,169.0
TR-46899-67009,Thomas Rodgers,439.0,127.0
RM-49701-15351,Robert Maxwell,619.0,39.0
TH-11292-13059,Thomas Hill,757.0,160.0
VH-37147-52461,Vanessa Hill,230.0,51.0
VP-54013-75341,Vanessa Payne,1049.0,216.0
MM-97583-89547,Melissa Miles,1246.0,281.0
SM-51210-60988,Sara Martinez MD,480.0,94.0
MK-37268-16500,Matthew Kelley,10616.0,1960.0
VC-58577-41888,Veronica Cruz,925.0,140.0
SM-21418-13111,Sarah Murphy,643.0,99.0
AL-15532-28126,Adam Lewis,351.0,47.0
JC-15506-71122,Julia Copeland,1442.0,211.0
SM-68313-66198,Sally Campos MD,10138.0,1699.0
MR-59578-24691,Mary Roberts,154.0,11.0
XM-81523-71747,Xavier Meyer,1224.0,226.0
RL-49765-11483,Robert Lopez,7237.0,1236.0
DC-24011-99486,Donald Crawford,1657.0,260.0
ME-60654-26179,Michael Everett,988.0,116.0
MB-60256-53624,Mallory Bauer,826.0,190.0
EL-47011-86063,Elizabeth Luna,6769.0,1346.0
MW-21013-89505,Michael Welch,9908.0,2111.0
CK-26709-96222,Cynthia Kelley,10262.0,1970.0
KJ-58743-97073,Kevin Johnson,5863.0,1019.0
JC-29953-44506,John Cardenas,943.0,182.0
JW-75470-76169,John Williams,10166.0,1699.0
RM-74927-12644,Rachel Morris,725.0,107.0
MC-35068-66906,Mr. Bruce Clark,7773.0,1431.0
MP-63072-17725,Mr. Brian Wilson PhD,597.0,133.0
RB-39713-81307,Rachel Bradford,798.0,82.0
VB-91400-66921,Victoria Brown,63.0,14.0
MR-22873-53984,Michael Ross,7150.0,1325.0
DR-74099-92139,Daniel Ruiz,785.0,129.0
RW-39743-18499,Richard Walker,300.0,84.0
RW-61544-79077,Robert Webb,5204.0,670.0
TW-60233-60486,Tammy Williams,493.0,111.0
LF-80679-28807,Lisa Francis,1286.0,169.0
MR-96244-72958,Mary Robertson,6715.0,1211.0
MC-60797-61210,Margaret Case,740.0,184.0
AS-64622-88382,Ann Stein,1239.0,231.0
JK-52813-81578,Joseph Kim,12810.0,2445.0
DC-41166-26487,Derrick Cox,249.0,35.0
AB-75843-23264,Alejandro Brown,891.0,180.0
NC-66519-94872,Nathaniel Case,12982.0,2001.0
DH-27374-47590,Diane Hall,6325.0,1237.0
SW-40073-49269,Susan Williams,720.0,77.0
NC-50048-94266,Nicole Cook,1855.0,271.0
BC-37016-17778,Brian Cole,412.0,50.0
NL-68478-94804,Natalie Little,504.0,68.0
TE-16387-91546,Theresa Ellison,843.0,159.0
EW-49393-66935,Elaine Weaver,5590.0,1184.0
LM-63720-29760,Larry Mcdonald,10120.0,2504.0
MM-33988-61714,Melissa Hobbs MD,10578.0,1971.0
CM-43717-30000,Claudia Martin,827.0,211.0
RS-77238-95210,Rebecca Simmons,15681.0,3003.0
WW-40262-11628,Wayne Wright,4108.0,725.0
MW-53491-84043,Mike Wong,240.0,61.0
CS-28882-75919,Christopher Sanders,4890.0,902.0
AJ-99479-89783,Alex James,281.0,54.0
TB-78116-16530,Terri Branch,454.0,136.0
AM-19016-59023,Anthony Mason,9728.0,1418.0
BP-37671-77484,Brian Perkins,916.0,164.0
TM-15292-90456,Tina Holmes MD,780.0,156.0
MR-30117-98774,Michelle Richardson,147.0,18.0
KF-32886-44558,Keith Ford,204.0,13.0
KG-65559-76907,Kelly Gay,106.0,25.0
BD-37981-94601,Brandy Delgado,508.0,117.0
SW-66237-15303,Sabrina West,772.0,152.0
KB-37570-70227,Karen Brown,1171.0,268.0
AJ-19766-68996,Anthony Jones,542.0,106.0
MR-60085-23984,Mallory Rodriguez,620.0,100.0
MO-42969-39881,Mr. Keith Olson,628.0,117.0
CC-97028-75280,Cheryl Collins,821.0,158.0
KA-37764-52360,Kim Anderson,325.0,74.0
AG-64153-94932,Amanda Grant,1958.0,493.0
JW-83259-12854,Jeremy Wallace,10692.0,1903.0
JD-69712-33225,Jennifer Koch DVM,9779.0,2065.0
MM-33853-56241,Mrs. Miranda Martinez,8411.0,1522.0
LP-65673-36189,Lori Patel,1270.0,215.0
RM-37738-16816,Ricardo Mitchell,16705.0,3844.0
CT-30748-16392,Christine Thomas,328.0,51.0
JM-78056-77945,Jeffrey Molina,664.0,39.0
KF-35977-86446,Kevin Fisher,7725.0,1292.0
AP-92184-58127,Andrea Peterson,262.0,17.0
JS-58013-95703,Jesse Sims,267.0,53.0
AS-66703-71688,Andre Sims,689.0,128.0
WN-31278-94598,William Nunez,1754.0,335.0
VP-76380-27771,Virginia Perez,420.0,71.0
SH-11232-58976,Sheri Harrington,1016.0,116.0
GM-75354-32745,Gregory Morales,498.0,60.0
KM-14731-48731,Keith Morris,19363.0,2965.0
